_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,code,friday,monday,saturday,sunday,thursday,tuesday,wednesday,code_gold,friday_gold,input_str,monday_gold,saturday_gold,sunday_gold,thursday_gold,tuesday_gold,wednesday_gold
301171295,7/10/2013 19:06:32,true,1005542662,true,7/10/2013 18:56:51,false,amt,0.9063,16378241,USA,IL,Chicago,108.233.0.38,2759,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm",2579,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm",2759:Daily 9.30am-12pm 12-1.30pm,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm"
301171295,7/10/2013 19:07:13,true,1005543643,true,7/10/2013 18:56:46,false,amt,0.8378,17014655,USA,SC,Charleston,208.60.95.35,2759,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm",2579,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm",2759:Daily 9.30am-12pm 12-1.30pm,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm"
301171295,7/10/2013 19:10:37,true,1005547213,true,7/10/2013 19:09:47,false,amt,0.8378,17014655,USA,SC,Charleston,208.60.95.35,2759,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm",2579,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm",2759:Daily 9.30am-12pm 12-1.30pm,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm"
301171295,7/10/2013 19:10:54,true,1005547526,true,7/10/2013 19:09:49,false,amt,0.9063,16378241,USA,IL,Chicago,108.233.0.38,2759,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm",2579,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm",2759:Daily 9.30am-12pm 12-1.30pm,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm"
301171295,7/10/2013 19:17:27,true,1005553957,true,7/10/2013 19:16:06,false,amt,0.8378,17014655,USA,SC,Charleston,208.60.95.35,2759,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm",2579,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm",2759:Daily 9.30am-12pm 12-1.30pm,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm"
301171295,7/10/2013 20:25:55,true,1005626137,true,7/10/2013 20:24:23,false,amt,1.0,2456914,USA,FL,Englewood,96.254.133.140,2759,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm",2579,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm",2759:Daily 9.30am-12pm 12-1.30pm,"morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm","morning: 9am - 12 noon
lunchtime: 12 noon - 2pm"
301171296,7/10/2013 18:35:20,false,1005504711,,7/10/2013 18:33:28,false,amt,0.9459,16150347,USA,CA,Oakland,108.200.233.214,2760,breakfast: before 9am,breakfast: before 9am,breakfast: before 9am,,breakfast: before 9am,breakfast: before 9am,breakfast: before 9am,,,2760:Daily 6-10am,,,,,,
301171296,7/10/2013 19:15:19,false,1005552289,,7/10/2013 19:14:11,false,amt,0.8378,17014655,USA,SC,Charleston,208.60.95.35,2760,"breakfast: before 9am
morning: 9am - 12 noon","breakfast: before 9am
morning: 9am - 12 noon","breakfast: before 9am
morning: 9am - 12 noon","breakfast: before 9am
morning: 9am - 12 noon","breakfast: before 9am
morning: 9am - 12 noon","breakfast: before 9am
morning: 9am - 12 noon","breakfast: before 9am
morning: 9am - 12 noon",,,2760:Daily 6-10am,,,,,,
301171297,7/10/2013 18:33:59,false,1005503159,,7/10/2013 18:32:44,false,amt,0.9063,16378241,USA,IL,Chicago,108.233.0.38,2761,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,,,2761:Daily 9-11.30am,,,,,,
301171297,7/10/2013 19:11:16,false,1005547833,,7/10/2013 19:09:42,false,amt,0.9459,16150347,USA,CA,Oakland,108.200.233.214,2761,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,,,2761:Daily 9-11.30am,,,,,,
301171298,7/10/2013 18:48:30,false,1005521153,,7/10/2013 18:46:42,false,amt,0.8378,17014655,USA,SC,Charleston,208.60.95.35,2762,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,,,2762:Daily 9-10am,,,,,,
301171298,7/10/2013 19:15:42,false,1005552629,,7/10/2013 19:14:37,false,amt,0.9063,16378241,USA,IL,Chicago,108.233.0.38,2762,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,morning: 9am - 12 noon,,,2762:Daily 9-10am,,,,,,
301171299,7/10/2013 18:35:20,false,1005504707,,7/10/2013 18:33:28,false,amt,0.9459,16150347,USA,CA,Oakland,108.200.233.214,2763,,,,,,dinnertime: 6pm onwards,"lunchtime: 12 noon - 2pm
afternoon: 2pm - 6pm",,,"2763:Tuesday 7-9pm, Wednesday 1-3pm",,,,,,
301171299,7/10/2013 18:35:58,false,1005505414,,7/10/2013 18:34:01,false,amt,0.9063,16378241,USA,IL,Chicago,108.233.0.38,2763,,,,,,dinnertime: 6pm onwards,"lunchtime: 12 noon - 2pm
afternoon: 2pm - 6pm",,,"2763:Tuesday 7-9pm, Wednesday 1-3pm",,,,,,
301171300,7/10/2013 18:53:27,false,1005527175,,7/10/2013 18:52:40,false,amt,0.8378,17014655,USA,SC,Charleston,208.60.95.35,2764,dinnertime: 6pm onwards,,,,,,,,,2764:1st and 3rd Friday 8pm,,,,,,
301171300,7/10/2013 18:56:03,false,1005530351,,7/10/2013 18:54:59,false,amt,0.9459,16150347,USA,CA,Oakland,108.200.233.214,2764,dinnertime: 6pm onwards,,,,,,,,,2764:1st and 3rd Friday 8pm,,,,,,
301171301,7/10/2013 18:51:54,false,1005525240,,7/10/2013 18:50:40,false,amt,0.8378,17014655,USA,SC,Charleston,208.60.95.35,2765,"breakfast: before 9am
morning: 9am - 12 noon
lunchtime: 12 noon - 2pm
afternoon: 2pm - 6pm
dinnertime: 6pm onwards","breakfast: before 9am
morning: 9am - 12 noon
lunchtime: 12 noon - 2pm
afternoon: 2pm - 6pm
dinnertime: 6pm onwards","breakfast: before 9am
morning: 9am - 12 noon
lunchtime: 12 noon - 2pm
afternoon: 2pm - 6pm
dinnertime: 6pm onwards","breakfast: before 9am
morning: 9am - 12 noon
lunchtime: 12 noon - 2pm
afternoon: 2pm - 6pm
dinnertime: 6pm onwards","breakfast: before 9am
morning: 9am - 12 noon
lunchtime: 12 noon - 2pm
afternoon: 2pm - 6pm
dinnertime: 6pm onwards","breakfast: before 9am
morning: 9am - 12 noon
lunchtime: 12 noon - 2pm
afternoon: 2pm - 6pm
dinnertime: 6pm onwards","breakfast: before 9am
morning: 9am - 12 noon
lunchtime: 12 noon - 2pm
afternoon: 2pm - 6pm
dinnertime: 6pm onwards",,,2765:Anytime,,,,,,
